date,country,adm1_name,adm2_name,mkt_name,commodity,currency,price_bdt,source
2012-04-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,30.71,Synthetic (Realistic Bangladesh Data)
2012-05-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,29.96,Synthetic (Realistic Bangladesh Data)
2012-06-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,33.46,Synthetic (Realistic Bangladesh Data)
2012-07-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,34.13,Synthetic (Realistic Bangladesh Data)
2012-08-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,33.95,Synthetic (Realistic Bangladesh Data)
2012-09-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,33.52,Synthetic (Realistic Bangladesh Data)
2012-10-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,31,Synthetic (Realistic Bangladesh Data)
2012-11-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,30.29,Synthetic (Realistic Bangladesh Data)
2012-12-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,31.17,Synthetic (Realistic Bangladesh Data)
2013-01-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,34.17,Synthetic (Realistic Bangladesh Data)
2013-02-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,35.78,Synthetic (Realistic Bangladesh Data)
2013-03-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,33.64,Synthetic (Realistic Bangladesh Data)
2013-04-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,30.85,Synthetic (Realistic Bangladesh Data)
2013-05-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,31.49,Synthetic (Realistic Bangladesh Data)
2013-06-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,35.82,Synthetic (Realistic Bangladesh Data)
2013-07-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,38.14,Synthetic (Realistic Bangladesh Data)
2013-08-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,35.84,Synthetic (Realistic Bangladesh Data)
2013-09-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,33.99,Synthetic (Realistic Bangladesh Data)
2013-10-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,35.72,Synthetic (Realistic Bangladesh Data)
2013-11-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,32.24,Synthetic (Realistic Bangladesh Data)
2013-12-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,34.21,Synthetic (Realistic Bangladesh Data)
2014-01-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,37.2,Synthetic (Realistic Bangladesh Data)
2014-02-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,37.98,Synthetic (Realistic Bangladesh Data)
2014-03-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,34.44,Synthetic (Realistic Bangladesh Data)
2014-04-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,35.08,Synthetic (Realistic Bangladesh Data)
2014-05-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,34.06,Synthetic (Realistic Bangladesh Data)
2014-06-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,36.61,Synthetic (Realistic Bangladesh Data)
2014-07-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,37.01,Synthetic (Realistic Bangladesh Data)
2014-08-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,39.08,Synthetic (Realistic Bangladesh Data)
2014-09-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,38.84,Synthetic (Realistic Bangladesh Data)
2014-10-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,34.82,Synthetic (Realistic Bangladesh Data)
2014-11-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,35.27,Synthetic (Realistic Bangladesh Data)
2014-12-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,39.13,Synthetic (Realistic Bangladesh Data)
2015-01-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,40.47,Synthetic (Realistic Bangladesh Data)
2015-02-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,38.31,Synthetic (Realistic Bangladesh Data)
2015-03-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,36.83,Synthetic (Realistic Bangladesh Data)
2015-04-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,35.14,Synthetic (Realistic Bangladesh Data)
2015-05-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,38.8,Synthetic (Realistic Bangladesh Data)
2015-06-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,34.97,Synthetic (Realistic Bangladesh Data)
2015-07-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,40.57,Synthetic (Realistic Bangladesh Data)
2015-08-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,41.35,Synthetic (Realistic Bangladesh Data)
2015-09-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,39.97,Synthetic (Realistic Bangladesh Data)
2015-10-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,35.4,Synthetic (Realistic Bangladesh Data)
2015-11-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,36.21,Synthetic (Realistic Bangladesh Data)
2015-12-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,38.44,Synthetic (Realistic Bangladesh Data)
2016-01-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,43.31,Synthetic (Realistic Bangladesh Data)
2016-02-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,41.56,Synthetic (Realistic Bangladesh Data)
2016-03-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,40.25,Synthetic (Realistic Bangladesh Data)
2016-04-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,36.66,Synthetic (Realistic Bangladesh Data)
2016-05-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,38.38,Synthetic (Realistic Bangladesh Data)
2016-06-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,40.75,Synthetic (Realistic Bangladesh Data)
2016-07-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,43.25,Synthetic (Realistic Bangladesh Data)
2016-08-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,42.79,Synthetic (Realistic Bangladesh Data)
2016-09-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,44.01,Synthetic (Realistic Bangladesh Data)
2016-10-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,38.61,Synthetic (Realistic Bangladesh Data)
2016-11-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,36.33,Synthetic (Realistic Bangladesh Data)
2016-12-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,41.01,Synthetic (Realistic Bangladesh Data)
2017-01-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,45.1,Synthetic (Realistic Bangladesh Data)
2017-02-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,44.61,Synthetic (Realistic Bangladesh Data)
2017-03-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,40.1,Synthetic (Realistic Bangladesh Data)
2017-04-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,39.7,Synthetic (Realistic Bangladesh Data)
2017-05-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,39.24,Synthetic (Realistic Bangladesh Data)
2017-06-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,44.05,Synthetic (Realistic Bangladesh Data)
2017-07-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,45.95,Synthetic (Realistic Bangladesh Data)
2017-08-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,47.6,Synthetic (Realistic Bangladesh Data)
2017-09-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,45.45,Synthetic (Realistic Bangladesh Data)
2017-10-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,40.93,Synthetic (Realistic Bangladesh Data)
2017-11-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,40.64,Synthetic (Realistic Bangladesh Data)
2017-12-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,40.55,Synthetic (Realistic Bangladesh Data)
2018-01-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,47.57,Synthetic (Realistic Bangladesh Data)
2018-02-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,47.32,Synthetic (Realistic Bangladesh Data)
2018-03-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,42.6,Synthetic (Realistic Bangladesh Data)
2018-04-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,39.76,Synthetic (Realistic Bangladesh Data)
2018-05-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,41.36,Synthetic (Realistic Bangladesh Data)
2018-06-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,44.03,Synthetic (Realistic Bangladesh Data)
2018-07-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,50.03,Synthetic (Realistic Bangladesh Data)
2018-08-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,49.1,Synthetic (Realistic Bangladesh Data)
2018-09-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,45.58,Synthetic (Realistic Bangladesh Data)
2018-10-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,44.92,Synthetic (Realistic Bangladesh Data)
2018-11-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,40.13,Synthetic (Realistic Bangladesh Data)
2018-12-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,45.18,Synthetic (Realistic Bangladesh Data)
2019-01-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,51.36,Synthetic (Realistic Bangladesh Data)
2019-02-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,48.23,Synthetic (Realistic Bangladesh Data)
2019-03-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,48.21,Synthetic (Realistic Bangladesh Data)
2019-04-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,47.43,Synthetic (Realistic Bangladesh Data)
2019-05-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,44.31,Synthetic (Realistic Bangladesh Data)
2019-06-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,46.61,Synthetic (Realistic Bangladesh Data)
2019-07-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,49.71,Synthetic (Realistic Bangladesh Data)
2019-08-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,52.87,Synthetic (Realistic Bangladesh Data)
2019-09-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,51.42,Synthetic (Realistic Bangladesh Data)
2019-10-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,48.56,Synthetic (Realistic Bangladesh Data)
2019-11-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,47.22,Synthetic (Realistic Bangladesh Data)
2019-12-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,49.83,Synthetic (Realistic Bangladesh Data)
2020-01-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,54.16,Synthetic (Realistic Bangladesh Data)
2020-02-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,51.9,Synthetic (Realistic Bangladesh Data)
2020-03-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,47.85,Synthetic (Realistic Bangladesh Data)
2020-04-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,46.61,Synthetic (Realistic Bangladesh Data)
2020-05-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,49.24,Synthetic (Realistic Bangladesh Data)
2020-06-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,53.8,Synthetic (Realistic Bangladesh Data)
2020-07-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,57,Synthetic (Realistic Bangladesh Data)
2020-08-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,52.06,Synthetic (Realistic Bangladesh Data)
2020-09-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,51.84,Synthetic (Realistic Bangladesh Data)
2020-10-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,51.8,Synthetic (Realistic Bangladesh Data)
2020-11-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,46.63,Synthetic (Realistic Bangladesh Data)
2020-12-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,48.73,Synthetic (Realistic Bangladesh Data)
2021-01-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,56.82,Synthetic (Realistic Bangladesh Data)
2021-02-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,57.67,Synthetic (Realistic Bangladesh Data)
2021-03-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,55.2,Synthetic (Realistic Bangladesh Data)
2021-04-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,51.31,Synthetic (Realistic Bangladesh Data)
2021-05-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,52.68,Synthetic (Realistic Bangladesh Data)
2021-06-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,55.13,Synthetic (Realistic Bangladesh Data)
2021-07-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,57.37,Synthetic (Realistic Bangladesh Data)
2021-08-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,52.84,Synthetic (Realistic Bangladesh Data)
2021-09-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,57.64,Synthetic (Realistic Bangladesh Data)
2021-10-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,52.01,Synthetic (Realistic Bangladesh Data)
2021-11-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,52.6,Synthetic (Realistic Bangladesh Data)
2021-12-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,53.21,Synthetic (Realistic Bangladesh Data)
2022-01-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,56.33,Synthetic (Realistic Bangladesh Data)
2022-02-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,60.24,Synthetic (Realistic Bangladesh Data)
2022-03-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,55.52,Synthetic (Realistic Bangladesh Data)
2022-04-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,59.44,Synthetic (Realistic Bangladesh Data)
2022-05-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,56.17,Synthetic (Realistic Bangladesh Data)
2022-06-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,59.3,Synthetic (Realistic Bangladesh Data)
2022-07-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,62.26,Synthetic (Realistic Bangladesh Data)
2022-08-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,60.86,Synthetic (Realistic Bangladesh Data)
2022-09-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,59.06,Synthetic (Realistic Bangladesh Data)
2022-10-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,57.58,Synthetic (Realistic Bangladesh Data)
2022-11-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,55.83,Synthetic (Realistic Bangladesh Data)
2022-12-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,58.48,Synthetic (Realistic Bangladesh Data)
2023-01-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,60.88,Synthetic (Realistic Bangladesh Data)
2023-02-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,64.7,Synthetic (Realistic Bangladesh Data)
2023-03-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,56.18,Synthetic (Realistic Bangladesh Data)
2023-04-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,56,Synthetic (Realistic Bangladesh Data)
2023-05-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,62.12,Synthetic (Realistic Bangladesh Data)
2023-06-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,61.88,Synthetic (Realistic Bangladesh Data)
2023-07-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,66.41,Synthetic (Realistic Bangladesh Data)
2023-08-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,66.44,Synthetic (Realistic Bangladesh Data)
2023-09-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,61.44,Synthetic (Realistic Bangladesh Data)
2023-10-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,58.07,Synthetic (Realistic Bangladesh Data)
2023-11-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,57.62,Synthetic (Realistic Bangladesh Data)
2023-12-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Potato,BDT,55.79,Synthetic (Realistic Bangladesh Data)
2010-01-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Onion,BDT,45.86,Synthetic (Realistic Bangladesh Data)
2010-02-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Onion,BDT,47.26,Synthetic (Realistic Bangladesh Data)
2010-03-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Onion,BDT,43.51,Synthetic (Realistic Bangladesh Data)
2010-04-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Onion,BDT,42.2,Synthetic (Realistic Bangladesh Data)
2010-05-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Onion,BDT,44.6,Synthetic (Realistic Bangladesh Data)
2010-06-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Onion,BDT,44.96,Synthetic (Realistic Bangladesh Data)
2010-07-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Onion,BDT,49.31,Synthetic (Realistic Bangladesh Data)
2010-08-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Onion,BDT,47.22,Synthetic (Realistic Bangladesh Data)
2010-09-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Onion,BDT,45.77,Synthetic (Realistic Bangladesh Data)
2010-10-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Onion,BDT,42.18,Synthetic (Realistic Bangladesh Data)
2010-11-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Onion,BDT,43.12,Synthetic (Realistic Bangladesh Data)
2010-12-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Onion,BDT,45.41,Synthetic (Realistic Bangladesh Data)
2011-01-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Onion,BDT,52.07,Synthetic (Realistic Bangladesh Data)
2011-02-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Onion,BDT,48.85,Synthetic (Realistic Bangladesh Data)
2011-03-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Onion,BDT,48.47,Synthetic (Realistic Bangladesh Data)
2011-04-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Onion,BDT,47.82,Synthetic (Realistic Bangladesh Data)
2011-05-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Onion,BDT,45.39,Synthetic (Realistic Bangladesh Data)
2011-06-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Onion,BDT,49.01,Synthetic (Realistic Bangladesh Data)
2011-07-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Onion,BDT,50,Synthetic (Realistic Bangladesh Data)
2011-08-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Onion,BDT,53.41,Synthetic (Realistic Bangladesh Data)
2011-09-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Onion,BDT,48.73,Synthetic (Realistic Bangladesh Data)
2011-10-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Onion,BDT,45.59,Synthetic (Realistic Bangladesh Data)
2011-11-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Onion,BDT,45.99,Synthetic (Realistic Bangladesh Data)
2011-12-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Onion,BDT,48.57,Synthetic (Realistic Bangladesh Data)
2012-01-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Onion,BDT,53.27,Synthetic (Realistic Bangladesh Data)
2012-02-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Onion,BDT,51.96,Synthetic (Realistic Bangladesh Data)
2012-03-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Onion,BDT,48.55,Synthetic (Realistic Bangladesh Data)
2012-04-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Onion,BDT,47.63,Synthetic (Realistic Bangladesh Data)
2012-05-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Onion,BDT,51.26,Synthetic (Realistic Bangladesh Data)
2012-06-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Onion,BDT,51.32,Synthetic (Realistic Bangladesh Data)
2012-07-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Onion,BDT,52.26,Synthetic (Realistic Bangladesh Data)
2012-08-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Onion,BDT,53.99,Synthetic (Realistic Bangladesh Data)
2012-09-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Onion,BDT,51.62,Synthetic (Realistic Bangladesh Data)
2012-10-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Onion,BDT,48.51,Synthetic (Realistic Bangladesh Data)
2012-11-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Onion,BDT,46.53,Synthetic (Realistic Bangladesh Data)
2012-12-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Onion,BDT,47.45,Synthetic (Realistic Bangladesh Data)
2013-01-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Onion,BDT,57.16,Synthetic (Realistic Bangladesh Data)
2013-02-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Onion,BDT,56.06,Synthetic (Realistic Bangladesh Data)
2013-03-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Onion,BDT,51.9,Synthetic (Realistic Bangladesh Data)
2013-04-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Onion,BDT,49.6,Synthetic (Realistic Bangladesh Data)
2013-05-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Onion,BDT,50.51,Synthetic (Realistic Bangladesh Data)
2013-06-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Onion,BDT,55.08,Synthetic (Realistic Bangladesh Data)
2013-07-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Onion,BDT,58.02,Synthetic (Realistic Bangladesh Data)
2013-08-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Onion,BDT,59.44,Synthetic (Realistic Bangladesh Data)
2013-09-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Onion,BDT,56.57,Synthetic (Realistic Bangladesh Data)
2013-10-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Onion,BDT,53.81,Synthetic (Realistic Bangladesh Data)
2013-11-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Onion,BDT,51.89,Synthetic (Realistic Bangladesh Data)
2013-12-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Onion,BDT,55.34,Synthetic (Realistic Bangladesh Data)
2014-01-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Onion,BDT,60.28,Synthetic (Realistic Bangladesh Data)
2014-02-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Onion,BDT,61.23,Synthetic (Realistic Bangladesh Data)
2014-03-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Onion,BDT,53.7,Synthetic (Realistic Bangladesh Data)
2014-04-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Onion,BDT,56.22,Synthetic (Realistic Bangladesh Data)
2014-05-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Onion,BDT,54.31,Synthetic (Realistic Bangladesh Data)
2014-06-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Onion,BDT,57.58,Synthetic (Realistic Bangladesh Data)
2014-07-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Onion,BDT,61.23,Synthetic (Realistic Bangladesh Data)
2014-08-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Onion,BDT,61.38,Synthetic (Realistic Bangladesh Data)
2014-09-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Onion,BDT,55.53,Synthetic (Realistic Bangladesh Data)
2014-10-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Onion,BDT,55.47,Synthetic (Realistic Bangladesh Data)
2014-11-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Onion,BDT,54.36,Synthetic (Realistic Bangladesh Data)
2014-12-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Onion,BDT,54.76,Synthetic (Realistic Bangladesh Data)
2015-01-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Onion,BDT,64,Synthetic (Realistic Bangladesh Data)
2015-02-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Onion,BDT,60.65,Synthetic (Realistic Bangladesh Data)
2015-03-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Onion,BDT,61.36,Synthetic (Realistic Bangladesh Data)
2015-04-01,Bangladesh,Dhaka,Dhaka,Dhaka Central Market,Onion,BDT,57.41,Synthetic (Realistic Bangladesh Data)
